Longitude (x),Latitude (y),STATION_NAME,ID,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,Data Quality,MAX_TEMPERATURE,Max Temp Flag,MIN_TEMPERATURE,Min Temp Flag,MEAN_TEMPERATURE,Mean Temp Flag,HEATING_DEGREE_DAYS,Heat Deg Days Flag,COOLING_DEGREE_DAYS,Cool Deg Days Flag,TOTAL_RAIN,Total Rain Flag,TOTAL_SNOW,Total Snow Flag,TOTAL_PRECIPITATION,Total Precip Flag,SNOW_ON_GROUND,Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.88,43.92,OSHAWA,6155875,2022-04-11,2022,04,11,,12,,-3.6,,4.2,,13.8,,0,,,,,,0.7,,,,10,,48,
-78.88,43.92,OSHAWA,6155875,2022-04-12,2022,04,12,,14.7,,5.5,,10.1,,7.9,,0,,,,,,0,,,,21,,32,
-78.88,43.92,OSHAWA,6155875,2022-04-13,2022,04,13,,16.6,,6.5,,11.6,,6.4,,0,,,,,,3.9,,,,26,,41,
-78.88,43.92,OSHAWA,6155875,2022-04-14,2022,04,14,,14.6,,4.9,,9.8,,8.2,,0,,,,,,1,,,,26,,58,
-78.88,43.92,OSHAWA,6155875,2022-04-15,2022,04,15,,12.8,,2,,7.4,,10.6,,0,,,,,,0,,,,22,,80,
-78.88,43.92,OSHAWA,6155875,2022-04-16,2022,04,16,,6.7,,-0.4,,3.2,,14.8,,0,,,,,,0,,,,34,,45,
-78.88,43.92,OSHAWA,6155875,2022-04-17,2022,04,17,,8,,-2,,3,,15,,0,,,,,,0,,,,1,,45,
-78.88,43.92,OSHAWA,6155875,2022-04-18,2022,04,18,,7.7,,-3.9,,1.9,,16.1,,0,,,,,,12.4,,,,12,,59,
-78.88,43.92,OSHAWA,6155875,2022-04-19,2022,04,19,,5.8,,1.5,,3.7,,14.3,,0,,,,,,1.2,,,,29,,59,
-78.88,43.92,OSHAWA,6155875,2022-04-20,2022,04,20,,9.2,,0.8,,5,,13,,0,,,,,,0,,,,12,,46,
-78.88,43.92,OSHAWA,6155875,2022-04-21,2022,04,21,,15.5,,4.8,,10.2,,7.8,,0,,,,,,5.7,,,,34,,55,
-78.88,43.92,OSHAWA,6155875,2022-04-22,2022,04,22,,11.6,,0.8,,6.2,,11.8,,0,,,,,,0,,,,34,,33,
-78.88,43.92,OSHAWA,6155875,2022-04-23,2022,04,23,,11.7,,0.4,,6.1,,11.9,,0,,,,,,0,,,,11,,48,
-78.88,43.92,OSHAWA,6155875,2022-04-24,2022,04,24,,17.9,,7.7,,12.8,,5.2,,0,,,,,,0,,,,9,,37,
-78.88,43.92,OSHAWA,6155875,2022-04-25,2022,04,25,,19.6,,9.8,,14.7,,3.3,,0,,,,,,7.9,,,,33,,39,
-78.88,43.92,OSHAWA,6155875,2022-04-26,2022,04,26,,10.1,,1.9,,6,,12,,0,,,,,,0,,,,32,,39,
-78.88,43.92,OSHAWA,6155875,2022-04-27,2022,04,27,,4.9,,-1.6,,1.7,,16.3,,0,,,,,,0,,,,29,,50,
-78.88,43.92,OSHAWA,6155875,2022-04-28,2022,04,28,,10.3,,-2.2,,4.1,,13.9,,0,,,,,,0,,,,31,,42,
-78.88,43.92,OSHAWA,6155875,2022-04-29,2022,04,29,,14.6,,-1.3,,6.7,,11.3,,0,,,,,,0,,,,32,,33,
-78.88,43.92,OSHAWA,6155875,2022-04-30,2022,04,30,,13.4,,0.5,,7,,11,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-01,2022,05,01,,14.6,,1.2,,7.9,,10.1,,0,,,,,,1.7,,,,10,,52,
-78.88,43.92,OSHAWA,6155875,2022-05-02,2022,05,02,,12.4,,4.6,,8.5,,9.5,,0,,,,,,0.4,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-03,2022,05,03,,13.9,,7.3,,10.6,,7.4,,0,,,,,,10.1,,,,6,,32,
-78.88,43.92,OSHAWA,6155875,2022-05-04,2022,05,04,,17.9,,7.2,,12.6,,5.4,,0,,,,,,3.9,,,,35,,46,
-78.88,43.92,OSHAWA,6155875,2022-05-05,2022,05,05,,14,,1.9,,8,,10,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-06,2022,05,06,,17.7,,5.6,,11.7,,6.3,,0,,,,,,0,,,,7,,37,
-78.88,43.92,OSHAWA,6155875,2022-05-07,2022,05,07,,16.9,,3.4,,10.2,,7.8,,0,,,,,,0,,,,4,,46,
-78.88,43.92,OSHAWA,6155875,2022-05-08,2022,05,08,,16.2,,3.9,,10.1,,7.9,,0,,,,,,0,,,,11,,33,
-78.88,43.92,OSHAWA,6155875,2022-05-09,2022,05,09,,20.1,,5,,12.6,,5.4,,0,,,,,,0,,,,12,,37,
-78.88,43.92,OSHAWA,6155875,2022-05-10,2022,05,10,,22.5,,9,,15.8,,2.2,,0,,,,,,0,,,,11,,33,
-78.88,43.92,OSHAWA,6155875,2022-05-11,2022,05,11,,23.5,,9.3,,16.4,,1.6,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-12,2022,05,12,,26.7,,8.3,,17.5,,0.5,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-13,2022,05,13,,26,,12.2,,19.1,,0,,1.1,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-14,2022,05,14,,26.2,,12.7,,19.5,,0,,1.5,,,,,,0,,,,17,,32,
-78.88,43.92,OSHAWA,6155875,2022-05-15,2022,05,15,,26.6,,14.6,,20.6,,0,,2.6,,,,,,0,,,,35,,37,
-78.88,43.92,OSHAWA,6155875,2022-05-16,2022,05,16,,19.2,,9.6,,14.4,,3.6,,0,,,,,,8.4,,,,32,,45,
-78.88,43.92,OSHAWA,6155875,2022-05-17,2022,05,17,,17,,6.8,,11.9,,6.1,,0,,,,,,0,,,,31,,52,
-78.88,43.92,OSHAWA,6155875,2022-05-18,2022,05,18,,14.4,,3.2,,8.8,,9.2,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-19,2022,05,19,,17.9,,6.9,,12.4,,5.6,,0,,,,,,9,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-20,2022,05,20,,24.3,,10.1,,17.2,,0.8,,0,,,,,,0,,,,19,,41,
-78.88,43.92,OSHAWA,6155875,2022-05-21,2022,05,21,,27.1,,14.3,,20.7,,0,,2.7,,,,,,8.6,,,,27,,89,
-78.88,43.92,OSHAWA,6155875,2022-05-22,2022,05,22,,15.9,,7.4,,11.7,,6.3,,0,,,,,,0.7,,,,35,,48,
-78.88,43.92,OSHAWA,6155875,2022-05-23,2022,05,23,,15.5,,4.4,,10,,8,,0,,,,,,0,,,,35,,32,
-78.88,43.92,OSHAWA,6155875,2022-05-24,2022,05,24,,18.3,,4.2,,11.3,,6.7,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-25,2022,05,25,,20.8,,8,,14.4,,3.6,,0,,,,,,0,,,,10,,45,
-78.88,43.92,OSHAWA,6155875,2022-05-26,2022,05,26,,25.9,,13.8,,19.9,,0,,1.9,,,,,,0.2,,,,20,,37,
-78.88,43.92,OSHAWA,6155875,2022-05-27,2022,05,27,,20.5,,15,,17.8,,0.2,,0,,,,,,2.8,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-28,2022,05,28,,22.1,,13.4,,17.8,,0.2,,0,,,,,,1,,,,32,,33,
-78.88,43.92,OSHAWA,6155875,2022-05-29,2022,05,29,,23.8,,13.5,,18.7,,0,,0.7,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-05-30,2022,05,30,,27.4,,14.1,,20.8,,0,,2.8,,,,,,0,,,,22,,35,
-78.88,43.92,OSHAWA,6155875,2022-05-31,2022,05,31,,30.5,,15.3,,22.9,,0,,4.9,,,,,,0,,,,20,,39,
-78.88,43.92,OSHAWA,6155875,2022-06-01,2022,06,01,,22.1,,11.1,,16.6,,1.4,,0,,,,,,12.3,,,,33,,39,
-78.88,43.92,OSHAWA,6155875,2022-06-02,2022,06,02,,20,,10.5,,15.3,,2.7,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-03,2022,06,03,,22.8,,7.5,,15.2,,2.8,,0,,,,,,0.2,,,,22,,42,
-78.88,43.92,OSHAWA,6155875,2022-06-04,2022,06,04,,19.9,,6.8,,13.4,,4.6,,0,,,,,,0,,,,29,,58,
-78.88,43.92,OSHAWA,6155875,2022-06-05,2022,06,05,,22.2,,6.5,,14.4,,3.6,,0,,,,,,0,,,,22,,32,
-78.88,43.92,OSHAWA,6155875,2022-06-06,2022,06,06,,20.7,,12.9,,16.8,,1.2,,0,,,,,,5.5,,,,11,,48,
-78.88,43.92,OSHAWA,6155875,2022-06-07,2022,06,07,,19.9,,12,,16,,2,,0,,,,,,27,,,,19,,45,
-78.88,43.92,OSHAWA,6155875,2022-06-08,2022,06,08,,21.7,,8.5,,15.1,,2.9,,0,,,,,,1.4,,,,20,,33,
-78.88,43.92,OSHAWA,6155875,2022-06-09,2022,06,09,,21.7,,12.5,,17.1,,0.9,,0,,,,,,8,,,,31,,41,
-78.88,43.92,OSHAWA,6155875,2022-06-10,2022,06,10,,22.4,,10.8,,16.6,,1.4,,0,,,,,,0,,,,29,,37,
-78.88,43.92,OSHAWA,6155875,2022-06-11,2022,06,11,,22.2,,10.7,,16.5,,1.5,,0,,,,,,1.4,,,,30,,42,
-78.88,43.92,OSHAWA,6155875,2022-06-12,2022,06,12,,21,,12,,16.5,,1.5,,0,,,,,,3.5,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-13,2022,06,13,,21.8,,9.4,,15.6,,2.4,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-14,2022,06,14,,23.8,,12.9,,18.4,,0,,0.4,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-15,2022,06,15,,24.5,,12.8,,18.7,,0,,0.7,,,,,,1.5,,,,10,,50,
-78.88,43.92,OSHAWA,6155875,2022-06-16,2022,06,16,,30.1,,17.8,,24,,0,,6,,,,,,2,,,,22,,54,
-78.88,43.92,OSHAWA,6155875,2022-06-17,2022,06,17,,25.9,,13.1,,19.5,,0,,1.5,,,,,,0,,,,32,,65,
-78.88,43.92,OSHAWA,6155875,2022-06-18,2022,06,18,,19.6,,9.4,,14.5,,3.5,,0,,,,,,0,,,,33,,63,
-78.88,43.92,OSHAWA,6155875,2022-06-19,2022,06,19,,21.2,,6.7,,14,,4,,0,,,,,,0,,,,30,,45,
-78.88,43.92,OSHAWA,6155875,2022-06-20,2022,06,20,,22.6,,13.3,,18,,0,,0,,,,,,0,,,,20,,32,
-78.88,43.92,OSHAWA,6155875,2022-06-21,2022,06,21,,27.8,,15.2,,21.5,,0,,3.5,,,,,,0.7,,,,22,,32,
-78.88,43.92,OSHAWA,6155875,2022-06-22,2022,06,22,,31.4,,17.1,,24.3,,0,,6.3,,,,,,2.5,,,,33,,55,
-78.88,43.92,OSHAWA,6155875,2022-06-23,2022,06,23,,27.6,,14.6,,21.1,,0,,3.1,,,,,,0,,,,31,,39,
-78.88,43.92,OSHAWA,6155875,2022-06-24,2022,06,24,,27.1,,14.6,,20.9,,0,,2.9,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-25,2022,06,25,,28.2,,14.2,,21.2,,0,,3.2,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-26,2022,06,26,,,M,,M,,M,,M,,M,,,,,,M,,,32,,45,
-78.88,43.92,OSHAWA,6155875,2022-06-27,2022,06,27,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-28,2022,06,28,,,M,,M,,M,,M,,M,,,,,,M,,,20,,32,
-78.88,43.92,OSHAWA,6155875,2022-06-29,2022,06,29,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-06-30,2022,06,30,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-01,2022,07,01,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-02,2022,07,02,,28.1,,11.8,,20,,0,,2,,,,,,0,,,,30,,50,
-78.88,43.92,OSHAWA,6155875,2022-07-03,2022,07,03,,24.2,,9.4,,16.8,,1.2,,0,,,,,,0,,,,33,,32,
-78.88,43.92,OSHAWA,6155875,2022-07-04,2022,07,04,,23.9,,11.1,,17.5,,0.5,,0,,,,,,0,,,,21,,39,
-78.88,43.92,OSHAWA,6155875,2022-07-05,2022,07,05,,22.3,,17.1,,19.7,,0,,1.7,,,,,,2.2,,,,31,,39,
-78.88,43.92,OSHAWA,6155875,2022-07-06,2022,07,06,,24.1,,14.9,,19.5,,0,,1.5,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-07,2022,07,07,,24.8,,12.5,,18.7,,0,,0.7,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-08,2022,07,08,,25.8,,13.9,,19.9,,0,,1.9,,,,,,0,,,,34,,35,
-78.88,43.92,OSHAWA,6155875,2022-07-09,2022,07,09,,22,,10.7,,16.4,,1.6,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-10,2022,07,10,,26.1,,13.8,,20,,0,,2,,,,,,0,,,,19,,32,
-78.88,43.92,OSHAWA,6155875,2022-07-11,2022,07,11,,27.7,,12.2,,20,,0,,2,,,,,,0.2,,,,19,,48,
-78.88,43.92,OSHAWA,6155875,2022-07-12,2022,07,12,,27.1,,15.6,,21.4,,0,,3.4,,,,,,1,,,,27,,50,
-78.88,43.92,OSHAWA,6155875,2022-07-13,2022,07,13,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-14,2022,07,14,,26.4,,12.5,,19.5,,0,,1.5,,,,,,0,,,,2,,42,
-78.88,43.92,OSHAWA,6155875,2022-07-15,2022,07,15,,25.8,,13.3,,19.6,,0,,1.6,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-16,2022,07,16,,28.5,,14.4,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-17,2022,07,17,,28.2,,13.8,,21,,0,,3,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-18,2022,07,18,,25.5,,16.7,,21.1,,0,,3.1,,,,,,30.8,,,,30,,74,
-78.88,43.92,OSHAWA,6155875,2022-07-19,2022,07,19,,33.3,,15,,24.2,,0,,6.2,,,,,,0,,,,31,,32,
-78.88,43.92,OSHAWA,6155875,2022-07-20,2022,07,20,,30.3,,21.9,,26.1,,0,,8.1,,,,,,0,,,,20,,50,
-78.88,43.92,OSHAWA,6155875,2022-07-21,2022,07,21,,30,,20.3,,25.2,,0,,7.2,,,,,,0,,,,27,,63,
-78.88,43.92,OSHAWA,6155875,2022-07-22,2022,07,22,,28.5,,16.1,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-23,2022,07,23,,29.3,,17,,23.2,,0,,5.2,,,,,,0,,,,20,,46,
-78.88,43.92,OSHAWA,6155875,2022-07-24,2022,07,24,,27.6,,19.3,,23.5,,0,,5.5,,,,,,27.7,,,,11,,58,
-78.88,43.92,OSHAWA,6155875,2022-07-25,2022,07,25,,23.6,,14.1,,18.9,,0,,0.9,,,,,,0,,,,29,,48,
-78.88,43.92,OSHAWA,6155875,2022-07-26,2022,07,26,,23.9,,12.9,,18.4,,0,,0.4,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-27,2022,07,27,,26.1,,14.5,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-07-28,2022,07,28,,28.7,,17.7,,23.2,,0,,5.2,,,,,,0,,,,26,,55,
-78.88,43.92,OSHAWA,6155875,2022-07-29,2022,07,29,,26.9,,13.9,,20.4,,0,,2.4,,,,,,0,,,,24,,35,
-78.88,43.92,OSHAWA,6155875,2022-07-30,2022,07,30,,25.3,,14.3,,19.8,,0,,1.8,,,,,,0,,,,28,,41,
-78.88,43.92,OSHAWA,6155875,2022-07-31,2022,07,31,,27,,13.1,,20.1,,0,,2.1,,,,,,0,,,,19,,32,
-78.88,43.92,OSHAWA,6155875,2022-08-01,2022,08,01,,27.2,,14,,20.6,,0,,2.6,,,,,,0,,,,22,,45,
-78.88,43.92,OSHAWA,6155875,2022-08-02,2022,08,02,,25.4,,15,,20.2,,0,,2.2,,,,,,0,,,,33,,35,
-78.88,43.92,OSHAWA,6155875,2022-08-03,2022,08,03,,26.7,,12.6,,19.7,,0,,1.7,,,,,,0,,,,17,,37,
-78.88,43.92,OSHAWA,6155875,2022-08-04,2022,08,04,,28.1,,20.4,,24.3,,0,,6.3,,,,,,0.2,,,,9,,46,
-78.88,43.92,OSHAWA,6155875,2022-08-05,2022,08,05,,29.2,,18.8,,24,,0,,6,,,,,,0,,,,9,,37,
-78.88,43.92,OSHAWA,6155875,2022-08-06,2022,08,06,,30.6,,18.2,,24.4,,0,,6.4,,,,,,0,,,,19,,35,
-78.88,43.92,OSHAWA,6155875,2022-08-07,2022,08,07,,29.6,,21.1,,25.4,,0,,7.4,,,,,,0,,,,22,,45,
-78.88,43.92,OSHAWA,6155875,2022-08-08,2022,08,08,,28.7,,19.5,,24.1,,0,,6.1,,,,,,0.2,,,,21,,52,
-78.88,43.92,OSHAWA,6155875,2022-08-09,2022,08,09,,21.9,,14,,18,,0,,0,,,,,,0,,,,35,,42,
-78.88,43.92,OSHAWA,6155875,2022-08-10,2022,08,10,,24.6,,13.7,,19.2,,0,,1.2,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-11,2022,08,11,,25.7,,13.3,,19.5,,0,,1.5,,,,,,0,,,,30,,45,
-78.88,43.92,OSHAWA,6155875,2022-08-12,2022,08,12,,25.3,,10.1,,17.7,,0.3,,0,,,,,,0,,,,33,,37,
-78.88,43.92,OSHAWA,6155875,2022-08-13,2022,08,13,,24.8,,11.8,,18.3,,0,,0.3,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-14,2022,08,14,,25.9,,10.9,,18.4,,0,,0.4,,,,,,0,,,,16,,35,
-78.88,43.92,OSHAWA,6155875,2022-08-15,2022,08,15,,28,,13.3,,20.7,,0,,2.7,,,,,,0,,,,9,,35,
-78.88,43.92,OSHAWA,6155875,2022-08-16,2022,08,16,,27.9,,16.3,,22.1,,0,,4.1,,,,,,0.7,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-17,2022,08,17,,27,,14.5,,20.8,,0,,2.8,,,,,,7.8,,,,35,,50,
-78.88,43.92,OSHAWA,6155875,2022-08-18,2022,08,18,,28.1,,14.1,,21.1,,0,,3.1,,,,,,0.2,,,,13,,35,
-78.88,43.92,OSHAWA,6155875,2022-08-19,2022,08,19,,26.9,,14,,20.5,,0,,2.5,,,,,,0,,,,22,,33,
-78.88,43.92,OSHAWA,6155875,2022-08-20,2022,08,20,,29.4,,15.1,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-21,2022,08,21,,25.4,,19,,22.2,,0,,4.2,,,,,,10.2,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-22,2022,08,22,,25.1,,19,,22.1,,0,,4.1,,,,,,10.6,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-23,2022,08,23,,28.8,,17.6,,23.2,,0,,5.2,,,,,,0.4,,,,8,,58,
-78.88,43.92,OSHAWA,6155875,2022-08-24,2022,08,24,,27.8,,14.6,,21.2,,0,,3.2,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-25,2022,08,25,,24.6,,16,,20.3,,0,,2.3,,,,,,1.7,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-26,2022,08,26,,26.4,,13.9,,20.2,,0,,2.2,,,,,,0,,,,33,,48,
-78.88,43.92,OSHAWA,6155875,2022-08-27,2022,08,27,,23.3,,10.1,,16.7,,1.3,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-28,2022,08,28,,27.6,,12.4,,20,,0,,2,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-08-29,2022,08,29,,29.4,,16.8,,23.1,,0,,5.1,,,,,,0,,,,19,,52,
-78.88,43.92,OSHAWA,6155875,2022-08-30,2022,08,30,,23.7,,16.5,,20.1,,0,,2.1,,,,,,3.9,,,,32,,39,
-78.88,43.92,OSHAWA,6155875,2022-08-31,2022,08,31,,25.4,,12.6,,19,,0,,1,,,,,,1.5,,,,28,,84,
-78.88,43.92,OSHAWA,6155875,2022-09-01,2022,09,01,,21.2,,8,,14.6,,3.4,,0,,,,,,0,,,,33,,41,
-78.88,43.92,OSHAWA,6155875,2022-09-02,2022,09,02,,25.9,,11.6,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-03,2022,09,03,,28,,14.8,,21.4,,0,,3.4,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-04,2022,09,04,,21.5,,15.2,,18.4,,0,,0.4,,,,,,0,,,,3,,33,
-78.88,43.92,OSHAWA,6155875,2022-09-05,2022,09,05,,22.2,,15.5,,18.9,,0,,0.9,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-06,2022,09,06,,24.4,,13.1,,18.8,,0,,0.8,,,,,,0,,,,36,,35,
-78.88,43.92,OSHAWA,6155875,2022-09-07,2022,09,07,,23.7,,13.9,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-08,2022,09,08,,26,,12.9,,19.5,,0,,1.5,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-09,2022,09,09,,25.7,,11.8,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-10,2022,09,10,,25.4,,15.3,,20.4,,0,,2.4,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-11,2022,09,11,,23.3,,15.8,,19.6,,0,,1.6,,,,,,3,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-12,2022,09,12,,22.1,,14.3,,18.2,,0,,0.2,,,,,,2.3,,,,11,,32,
-78.88,43.92,OSHAWA,6155875,2022-09-13,2022,09,13,,22.4,,11.9,,17.2,,0.8,,0,,,,,,3.5,,,,26,,32,
-78.88,43.92,OSHAWA,6155875,2022-09-14,2022,09,14,,24.9,,8.9,,16.9,,1.1,,0,,,,,,0,,,,31,,52,
-78.88,43.92,OSHAWA,6155875,2022-09-15,2022,09,15,,19,,6.9,,13,,5,,0,,,,,,0,,,,16,,37,
-78.88,43.92,OSHAWA,6155875,2022-09-16,2022,09,16,,18.3,,7.5,,12.9,,5.1,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-17,2022,09,17,,23,,13.9,,18.5,,0,,0.5,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-18,2022,09,18,,24.8,,15.1,,20,,0,,2,,,,,,0.5,,,,19,,32,
-78.88,43.92,OSHAWA,6155875,2022-09-19,2022,09,19,,26.3,,15,,20.7,,0,,2.7,,,,,,0.2,,,,18,,39,
-78.88,43.92,OSHAWA,6155875,2022-09-20,2022,09,20,,24,,12.7,,18.4,,0,,0.4,,,,,,0,,,,31,,39,
-78.88,43.92,OSHAWA,6155875,2022-09-21,2022,09,21,,28.3,,11.6,,20,,0,,2,,,,,,0,,,,32,,55,
-78.88,43.92,OSHAWA,6155875,2022-09-22,2022,09,22,,17.5,,6.3,,11.9,,6.1,,0,,,,,,0,,,,33,,54,
-78.88,43.92,OSHAWA,6155875,2022-09-23,2022,09,23,,15.5,,4.2,,9.9,,8.1,,0,,,,,,0,,,,33,,45,
-78.88,43.92,OSHAWA,6155875,2022-09-24,2022,09,24,,17.1,,4,,10.6,,7.4,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-25,2022,09,25,,17.1,,12.6,,14.9,,3.1,,0,,,,,,14.4,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-26,2022,09,26,,16.6,,11,,13.8,,4.2,,0,,,,,,2.2,,,,22,,45,
-78.88,43.92,OSHAWA,6155875,2022-09-27,2022,09,27,,16.8,,11.5,,14.2,,3.8,,0,,,,,,8.4,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-28,2022,09,28,,14.8,,6.8,,10.8,,7.2,,0,,,,,,0,,,,35,,33,
-78.88,43.92,OSHAWA,6155875,2022-09-29,2022,09,29,,15.7,,1.6,,8.7,,9.3,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-09-30,2022,09,30,,16.4,,2.8,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-01,2022,10,01,,20.3,,5.4,,12.9,,5.1,,0,,,,,,0,,,,2,,41,
-78.88,43.92,OSHAWA,6155875,2022-10-02,2022,10,02,,15.7,,0.4,,8.1,,9.9,,0,,,,,,0,,,,2,,41,
-78.88,43.92,OSHAWA,6155875,2022-10-03,2022,10,03,,15.5,,0,,7.8,,10.2,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-04,2022,10,04,,19.2,,3.1,,11.2,,6.8,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-05,2022,10,05,,21.2,,5.4,,13.3,,4.7,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-06,2022,10,06,,21,,9.2,,15.1,,2.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-07,2022,10,07,,15.6,,3.2,,9.4,,8.6,,0,,,,,,0.7,,,,30,,46,
-78.88,43.92,OSHAWA,6155875,2022-10-08,2022,10,08,,11,,1.6,,6.3,,11.7,,0,,,,,,0,,,,25,,39,
-78.88,43.92,OSHAWA,6155875,2022-10-09,2022,10,09,,14.4,,5.8,,10.1,,7.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-10,2022,10,10,,13.8,,1.6,,7.7,,10.3,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-11,2022,10,11,,19.5,,0.5,,10,,8,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2022-10-12,2022,10,12,,18.3,,7.2,,12.8,,5.2,,0,,,,,,1.5,,,,13,,32,
-78.88,43.92,OSHAWA,6155875,2022-10-13,2022,10,13,,14.9,,2.4,,8.7,,9.3,,0,,,,,,20,,,,23,,41,
-78.88,43.92,OSHAWA,6155875,2022-10-14,2022,10,14,,12.4,,3.1,,7.8,,10.2,,0,,,,,,4.8,,,,24,,33,
-78.88,43.92,OSHAWA,6155875,2022-10-15,2022,10,15,,14.6,,3.7,,9.2,,8.8,,0,,,,,,0.5,,,,25,,67,
